## This file was generated by SeaState called from Python on Sep-17-2025 at 16:35:26
## This file contains outputs from calls to SeaState routines (not the CalcOutput) at the 20 points specified in the file Points.Results.dat
# 
# 
# 
# 
          T             x             y             z            V_x           V_y           V_z           A_x           A_Y           A_Z       nodeInWater      elev          norm_x        norm_y        norm_z
         (s)           (m)           (m)           (m)          (m/s)         (m/s)         (m/s)         (m/s)         (m/s)         (m/s)          (-)          (m)           (m/s)         (m/s)         (m/s) 
       38.308        50.000         0.000      -150.000        -0.261         0.000        -0.329        -0.266         0.000         0.115             1        -0.970        -0.000        -0.000         1.000
       38.308        50.000         0.000      -190.000        -0.261         0.000        -0.329        -0.266         0.000         0.115             1        -0.970        -0.000        -0.000         1.000
       38.308        50.000        50.000         1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -0.970        -0.000        -0.000         1.000
       38.308        50.000        50.000        -1.000        -0.520         0.000        -1.047        -0.596         0.000         0.424             1        -0.970        -0.000        -0.000         1.000
       38.308        50.000        50.000       -10.000        -0.322         0.000        -0.763        -0.545         0.000         0.137             1        -0.970        -0.000        -0.000         1.000
       38.308        50.000        50.000       -50.000        -0.261         0.000        -0.329        -0.266         0.000         0.115             1        -0.970        -0.000        -0.000         1.000
       38.308        50.000        50.000      -100.000        -0.261         0.000        -0.329        -0.266         0.000         0.115             1        -0.970        -0.000        -0.000         1.000
       38.308        50.000        50.000      -150.000        -0.261         0.000        -0.329        -0.266         0.000         0.115             1        -0.970        -0.000        -0.000         1.000
       38.308        50.000        50.000      -190.000        -0.261         0.000        -0.329        -0.266         0.000         0.115             1        -0.970        -0.000        -0.000         1.000
       38.308        50.000       100.000         1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -0.970        -0.000        -0.000         1.000
       38.308        50.000       100.000        -1.000        -0.520         0.000        -1.047        -0.596         0.000         0.424             1        -0.970        -0.000        -0.000         1.000
       38.308        50.000       100.000       -10.000        -0.322         0.000        -0.763        -0.545         0.000         0.137             1        -0.970        -0.000        -0.000         1.000
       38.308        50.000       100.000       -50.000        -0.261         0.000        -0.329        -0.266         0.000         0.115             1        -0.970        -0.000        -0.000         1.000
       38.308        50.000       100.000      -100.000        -0.261         0.000        -0.329        -0.266         0.000         0.115             1        -0.970        -0.000        -0.000         1.000
       38.308        50.000       100.000      -150.000        -0.261         0.000        -0.329        -0.266         0.000         0.115             1        -0.970        -0.000        -0.000         1.000
       38.308        50.000       100.000      -190.000        -0.261         0.000        -0.329        -0.266         0.000         0.115             1        -0.970        -0.000        -0.000         1.000
       39.692       -50.000       -50.000        10.000         0.000         0.000         0.000         0.000         0.000         0.000             0         5.671        -0.000        -0.000         1.000
       39.692       -50.000       -50.000        -1.000         3.998         0.000         0.538         0.238         0.000        -3.242             1         5.671        -0.000        -0.000         1.000
       39.692       -50.000       -50.000       -10.000         2.243         0.000         0.449         0.272         0.000        -1.659             1         5.671        -0.000        -0.000         1.000
       39.692       -50.000       -50.000       -50.000         1.007         0.000         0.243         0.167         0.000        -0.685             1         5.671        -0.000        -0.000         1.000
       39.692       -50.000       -50.000      -100.000         1.007         0.000         0.243         0.167         0.000        -0.685             1         5.671        -0.000        -0.000         1.000
       39.692       -50.000       -50.000      -150.000         1.007         0.000         0.243         0.167         0.000        -0.685             1         5.671        -0.000        -0.000         1.000
       39.692       -50.000       -50.000      -190.000         1.007         0.000         0.243         0.167         0.000        -0.685             1         5.671        -0.000        -0.000         1.000
       39.692       -50.000         0.000         1.000         4.327         0.000         0.537         0.216         0.000        -3.562             1         5.671        -0.000         0.000         1.000
       39.692       -50.000         0.000        -1.000         3.998         0.000         0.538         0.238         0.000        -3.242             1         5.671        -0.000         0.000         1.000
       39.692       -50.000         0.000       -10.000         2.243         0.000         0.449         0.272         0.000        -1.659             1         5.671        -0.000         0.000         1.000
       39.692       -50.000         0.000       -50.000         1.007         0.000         0.243         0.167         0.000        -0.685             1         5.671        -0.000         0.000         1.000
       39.692       -50.000         0.000      -100.000         1.007         0.000         0.243         0.167         0.000        -0.685             1         5.671        -0.000         0.000         1.000
       39.692       -50.000         0.000      -150.000         1.007         0.000         0.243         0.167         0.000        -0.685             1         5.671        -0.000         0.000         1.000
       39.692       -50.000         0.000      -190.000         1.007         0.000         0.243         0.167         0.000        -0.685             1         5.671        -0.000         0.000         1.000
       39.692       -50.000        50.000         1.000         4.327         0.000         0.537         0.216         0.000        -3.562             1         5.671        -0.000        -0.000         1.000
       39.692       -50.000        50.000        -1.000         3.998         0.000         0.538         0.238         0.000        -3.242             1         5.671        -0.000        -0.000         1.000
       39.692       -50.000        50.000       -10.000         2.243         0.000         0.449         0.272         0.000        -1.659             1         5.671        -0.000        -0.000         1.000
       39.692       -50.000        50.000       -50.000         1.007         0.000         0.243         0.167         0.000        -0.685             1         5.671        -0.000        -0.000         1.000
       39.692       -50.000        50.000      -100.000         1.007         0.000         0.243         0.167         0.000        -0.685             1         5.671        -0.000        -0.000         1.000
       39.692       -50.000        50.000      -150.000         1.007         0.000         0.243         0.167         0.000        -0.685             1         5.671        -0.000        -0.000         1.000
       39.692       -50.000        50.000      -190.000         1.007         0.000         0.243         0.167         0.000        -0.685             1         5.671        -0.000        -0.000         1.000
       39.692       -50.000       100.000         1.000         4.327         0.000         0.537         0.216         0.000        -3.562             1         5.671        -0.000        -0.000         1.000
       39.692       -50.000       100.000        -1.000         3.998         0.000         0.538         0.238         0.000        -3.242             1         5.671        -0.000        -0.000         1.000
       39.692       -50.000       100.000       -10.000         2.243         0.000         0.449         0.272         0.000        -1.659             1         5.671        -0.000        -0.000         1.000
       39.692       -50.000       100.000       -50.000         1.007         0.000         0.243         0.167         0.000        -0.685             1         5.671        -0.000        -0.000         1.000
       39.692       -50.000       100.000      -100.000         1.007         0.000         0.243         0.167         0.000        -0.685             1         5.671        -0.000        -0.000         1.000
       39.692       -50.000       100.000      -150.000         1.007         0.000         0.243         0.167         0.000        -0.685             1         5.671        -0.000        -0.000         1.000
       39.692       -50.000       100.000      -190.000         1.007         0.000         0.243         0.167         0.000        -0.685             1         5.671        -0.000        -0.000         1.000
       39.692         0.000       -50.000         1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -1.542         0.235        -0.000         0.972
       39.692         0.000       -50.000        -1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -1.542         0.235        -0.000         0.972
       39.692         0.000       -50.000       -10.000        -0.656         0.000         1.826         1.291         0.000         0.632             1        -1.542         0.235        -0.000         0.972
       39.692         0.000       -50.000       -50.000        -0.142         0.000         0.863         0.581         0.000         0.168             1        -1.542         0.235        -0.000         0.972
       39.692         0.000       -50.000      -100.000        -0.142         0.000         0.863         0.581         0.000         0.168             1        -1.542         0.235        -0.000         0.972
       39.692         0.000       -50.000      -150.000        -0.142         0.000         0.863         0.581         0.000         0.168             1        -1.542         0.235        -0.000         0.972
       39.692         0.000       -50.000      -190.000        -0.142         0.000         0.863         0.581         0.000         0.168             1        -1.542         0.235        -0.000         0.972
       39.692         0.000         0.000         1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -1.542         0.235        -0.000         0.972
       39.692         0.000         0.000        -1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -1.542         0.235        -0.000         0.972
       39.692         0.000         0.000       -10.000        -0.656         0.000         1.826         1.291         0.000         0.632             1        -1.542         0.235        -0.000         0.972
       39.692         0.000         0.000       -50.000        -0.142         0.000         0.863         0.581         0.000         0.168             1        -1.542         0.235        -0.000         0.972
       39.692         0.000         0.000      -100.000        -0.142         0.000         0.863         0.581         0.000         0.168             1        -1.542         0.235        -0.000         0.972
       39.692         0.000         0.000      -150.000        -0.142         0.000         0.863         0.581         0.000         0.168             1        -1.542         0.235        -0.000         0.972
       39.692         0.000         0.000      -190.000        -0.142         0.000         0.863         0.581         0.000         0.168             1        -1.542         0.235        -0.000         0.972
       39.692         0.000        50.000        10.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -1.542         0.235        -0.000         0.972
       39.692         0.000        50.000        -1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -1.542         0.235        -0.000         0.972
       39.692         0.000        50.000       -10.000        -0.656         0.000         1.826         1.291         0.000         0.632             1        -1.542         0.235        -0.000         0.972
       39.692         0.000        50.000       -50.000        -0.142         0.000         0.863         0.581         0.000         0.168             1        -1.542         0.235        -0.000         0.972
       39.692         0.000        50.000      -100.000        -0.142         0.000         0.863         0.581         0.000         0.168             1        -1.542         0.235        -0.000         0.972
       39.692         0.000        50.000      -150.000        -0.142         0.000         0.863         0.581         0.000         0.168             1        -1.542         0.235        -0.000         0.972
       39.692         0.000        50.000      -190.000        -0.142         0.000         0.863         0.581         0.000         0.168             1        -1.542         0.235        -0.000         0.972
       39.692         0.000       100.000         1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -1.542         0.235        -0.000         0.972
       39.692         0.000       100.000        -1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -1.542         0.235        -0.000         0.972
       39.692         0.000       100.000       -10.000        -0.656         0.000         1.826         1.291         0.000         0.632             1        -1.542         0.235        -0.000         0.972
       39.692         0.000       100.000       -50.000        -0.142         0.000         0.863         0.581         0.000         0.168             1        -1.542         0.235        -0.000         0.972
       39.692         0.000       100.000      -100.000        -0.142         0.000         0.863         0.581         0.000         0.168             1        -1.542         0.235        -0.000         0.972
       39.692         0.000       100.000      -150.000        -0.142         0.000         0.863         0.581         0.000         0.168             1        -1.542         0.235        -0.000         0.972
       39.692        50.000       100.000      -190.000        -0.526         0.000         0.008        -0.074         0.000         0.348             1        -2.002        -0.000        -0.000         1.000
       39.692        50.000       -50.000         1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -2.002        -0.000        -0.000         1.000
       39.692        50.000       -50.000        -1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -2.002        -0.000        -0.000         1.000
       39.692        50.000       -50.000       -10.000        -0.944         0.000        -0.270        -0.308         0.000         0.556             1        -2.002        -0.000        -0.000         1.000
       39.692        50.000       -50.000       -50.000        -0.526         0.000         0.008        -0.074         0.000         0.348             1        -2.002        -0.000        -0.000         1.000
       39.692        50.000       -50.000      -100.000        -0.526         0.000         0.008        -0.074         0.000         0.348             1        -2.002        -0.000        -0.000         1.000
       39.692        50.000       -50.000      -150.000        -0.526         0.000         0.008        -0.074         0.000         0.348             1        -2.002        -0.000        -0.000         1.000
       39.692        50.000       -50.000      -190.000        -0.526         0.000         0.008        -0.074         0.000         0.348             1        -2.002        -0.000        -0.000         1.000
       39.692        50.000         0.000         1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -2.002        -0.000        -0.000         1.000
       39.692        50.000         0.000        -1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -2.002        -0.000        -0.000         1.000
       39.692        50.000         0.000       -10.000        -0.944         0.000        -0.270        -0.308         0.000         0.556             1        -2.002        -0.000        -0.000         1.000
       39.692        50.000         0.000       -50.000        -0.526         0.000         0.008        -0.074         0.000         0.348             1        -2.002        -0.000        -0.000         1.000
       39.692        50.000         0.000      -100.000        -0.526         0.000         0.008        -0.074         0.000         0.348             1        -2.002        -0.000        -0.000         1.000
       39.692        50.000         0.000      -150.000        -0.526         0.000         0.008        -0.074         0.000         0.348             1        -2.002        -0.000        -0.000         1.000
       39.692        50.000         0.000      -190.000        -0.526         0.000         0.008        -0.074         0.000         0.348             1        -2.002        -0.000        -0.000         1.000
       39.692        50.000        50.000         1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -2.002        -0.000        -0.000         1.000
       39.692        50.000        50.000        -1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -2.002        -0.000        -0.000         1.000
       39.692        50.000        50.000       -10.000        -0.944         0.000        -0.270        -0.308         0.000         0.556             1        -2.002        -0.000        -0.000         1.000
       39.692        50.000        50.000       -50.000        -0.526         0.000         0.008        -0.074         0.000         0.348             1        -2.002        -0.000        -0.000         1.000
       39.692        50.000        50.000      -100.000        -0.526         0.000         0.008        -0.074         0.000         0.348             1        -2.002        -0.000        -0.000         1.000
       39.692        50.000        50.000      -150.000        -0.526         0.000         0.008        -0.074         0.000         0.348             1        -2.002        -0.000        -0.000         1.000
       39.692        50.000        50.000      -190.000        -0.526         0.000         0.008        -0.074         0.000         0.348             1        -2.002        -0.000        -0.000         1.000
       39.692        50.000       100.000         1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -2.002        -0.000        -0.000         1.000
       39.692        50.000       100.000        -1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -2.002        -0.000        -0.000         1.000
       39.692        50.000       100.000       -10.000        -0.944         0.000        -0.270        -0.308         0.000         0.556             1        -2.002        -0.000        -0.000         1.000
       39.692        50.000       100.000       -50.000        -0.526         0.000         0.008        -0.074         0.000         0.348             1        -2.002        -0.000        -0.000         1.000
       39.692        50.000       100.000      -100.000        -0.526         0.000         0.008        -0.074         0.000         0.348             1        -2.002        -0.000        -0.000         1.000
       39.692        50.000       100.000      -150.000        -0.526         0.000         0.008        -0.074         0.000         0.348             1        -2.002        -0.000        -0.000         1.000
       39.692        50.000       100.000      -190.000        -0.526         0.000         0.008        -0.074         0.000         0.348             1        -2.002        -0.000        -0.000         1.000
       41.077       -50.000       -50.000        10.000         0.000         0.000         0.000         0.000         0.000         0.000             0         3.443        -0.000        -0.000         1.000
       41.077       -50.000       -50.000        -1.000         2.052         0.000        -2.917        -2.495         0.000        -1.192             1         3.443        -0.000        -0.000         1.000
       41.077       -50.000       -50.000       -10.000         1.494         0.000        -1.542        -1.184         0.000        -0.954             1         3.443        -0.000        -0.000         1.000
       41.077       -50.000       -50.000       -50.000         0.784         0.000        -0.660        -0.456         0.000        -0.515             1         3.443        -0.000        -0.000         1.000
       41.077       -50.000       -50.000      -100.000         0.784         0.000        -0.660        -0.456         0.000        -0.515             1         3.443        -0.000        -0.000         1.000
       41.077       -50.000       -50.000      -150.000         0.784         0.000        -0.660        -0.456         0.000        -0.515             1         3.443        -0.000        -0.000         1.000
       41.077       -50.000       -50.000      -190.000         0.784         0.000        -0.660        -0.456         0.000        -0.515             1         3.443        -0.000        -0.000         1.000
       41.077       -50.000         0.000         1.000         2.114         0.000        -3.186        -2.768         0.000        -1.198             1         3.443        -0.000        -0.000         1.000
       41.077       -50.000         0.000        -1.000         2.052         0.000        -2.917        -2.495         0.000        -1.192             1         3.443        -0.000        -0.000         1.000
       41.077       -50.000         0.000       -10.000         1.494         0.000        -1.542        -1.184         0.000        -0.954             1         3.443        -0.000        -0.000         1.000
       41.077       -50.000         0.000       -50.000         0.784         0.000        -0.660        -0.456         0.000        -0.515             1         3.443        -0.000        -0.000         1.000
       41.077       -50.000         0.000      -100.000         0.784         0.000        -0.660        -0.456         0.000        -0.515             1         3.443        -0.000        -0.000         1.000
       41.077       -50.000         0.000      -150.000         0.784         0.000        -0.660        -0.456         0.000        -0.515             1         3.443        -0.000        -0.000         1.000
       41.077       -50.000         0.000      -190.000         0.784         0.000        -0.660        -0.456         0.000        -0.515             1         3.443        -0.000        -0.000         1.000
       41.077       -50.000        50.000         1.000         2.114         0.000        -3.186        -2.768         0.000        -1.198             1         3.443        -0.000        -0.000         1.000
       41.077       -50.000        50.000        -1.000         2.052         0.000        -2.917        -2.495         0.000        -1.192             1         3.443        -0.000        -0.000         1.000
       41.077       -50.000        50.000       -10.000         1.494         0.000        -1.542        -1.184         0.000        -0.954             1         3.443        -0.000        -0.000         1.000
       41.077       -50.000        50.000       -50.000         0.784         0.000        -0.660        -0.456         0.000        -0.515             1         3.443        -0.000        -0.000         1.000
       41.077       -50.000        50.000      -100.000         0.784         0.000        -0.660        -0.456         0.000        -0.515             1         3.443        -0.000        -0.000         1.000
       41.077       -50.000        50.000      -150.000         0.784         0.000        -0.660        -0.456         0.000        -0.515             1         3.443        -0.000        -0.000         1.000
       41.077       -50.000        50.000      -190.000         0.784         0.000        -0.660        -0.456         0.000        -0.515             1         3.443        -0.000        -0.000         1.000
       41.077       -50.000       100.000         1.000         2.114         0.000        -3.186        -2.768         0.000        -1.198             1         3.443        -0.000        -0.000         1.000
       41.077       -50.000       100.000        -1.000         2.052         0.000        -2.917        -2.495         0.000        -1.192             1         3.443        -0.000        -0.000         1.000
       41.077       -50.000       100.000       -10.000         1.494         0.000        -1.542        -1.184         0.000        -0.954             1         3.443        -0.000        -0.000         1.000
       41.077       -50.000       100.000       -50.000         0.784         0.000        -0.660        -0.456         0.000        -0.515             1         3.443        -0.000        -0.000         1.000
       41.077       -50.000       100.000      -100.000         0.784         0.000        -0.660        -0.456         0.000        -0.515             1         3.443        -0.000        -0.000         1.000
       41.077       -50.000       100.000      -150.000         0.784         0.000        -0.660        -0.456         0.000        -0.515             1         3.443        -0.000        -0.000         1.000
       41.077       -50.000       100.000      -190.000         0.784         0.000        -0.660        -0.456         0.000        -0.515             1         3.443        -0.000        -0.000         1.000
       41.077         0.000       -50.000         1.000         2.089         0.000         3.040         2.286         0.000        -1.391             1         3.201         0.228        -0.000         0.974
       41.077         0.000       -50.000        -1.000         1.989         0.000         2.862         2.172         0.000        -1.326             1         3.201         0.228        -0.000         0.974
       41.077         0.000       -50.000       -10.000         1.321         0.000         1.673         1.291         0.000        -0.870             1         3.201         0.228        -0.000         0.974
       41.077         0.000       -50.000       -50.000         0.684         0.000         0.678         0.505         0.000        -0.433             1         3.201         0.228        -0.000         0.974
       41.077         0.000       -50.000      -100.000         0.684         0.000         0.678         0.505         0.000        -0.433             1         3.201         0.228        -0.000         0.974
       41.077         0.000       -50.000      -150.000         0.684         0.000         0.678         0.505         0.000        -0.433             1         3.201         0.228        -0.000         0.974
       41.077         0.000       -50.000      -190.000         0.684         0.000         0.678         0.505         0.000        -0.433             1         3.201         0.228        -0.000         0.974
       41.077         0.000         0.000         1.000         2.089         0.000         3.040         2.286         0.000        -1.391             1         3.201         0.228        -0.000         0.974
       41.077         0.000         0.000        -1.000         1.989         0.000         2.862         2.172         0.000        -1.326             1         3.201         0.228        -0.000         0.974
       41.077         0.000         0.000       -10.000         1.321         0.000         1.673         1.291         0.000        -0.870             1         3.201         0.228        -0.000         0.974
       41.077         0.000         0.000       -50.000         0.684         0.000         0.678         0.505         0.000        -0.433             1         3.201         0.228        -0.000         0.974
       41.077         0.000         0.000      -100.000         0.684         0.000         0.678         0.505         0.000        -0.433             1         3.201         0.228        -0.000         0.974
       41.077         0.000         0.000      -150.000         0.684         0.000         0.678         0.505         0.000        -0.433             1         3.201         0.228        -0.000         0.974
       41.077         0.000         0.000      -190.000         0.684         0.000         0.678         0.505         0.000        -0.433             1         3.201         0.228        -0.000         0.974
       41.077         0.000        50.000        10.000         0.000         0.000         0.000         0.000         0.000         0.000             0         3.201         0.228        -0.000         0.974
       41.077         0.000        50.000        -1.000         1.989         0.000         2.862         2.172         0.000        -1.326             1         3.201         0.228        -0.000         0.974
       41.077         0.000        50.000       -10.000         1.321         0.000         1.673         1.291         0.000        -0.870             1         3.201         0.228        -0.000         0.974
       41.077         0.000        50.000       -50.000         0.684         0.000         0.678         0.505         0.000        -0.433             1         3.201         0.228        -0.000         0.974
       41.077         0.000        50.000      -100.000         0.684         0.000         0.678         0.505         0.000        -0.433             1         3.201         0.228        -0.000         0.974
       41.077         0.000        50.000      -150.000         0.684         0.000         0.678         0.505         0.000        -0.433             1         3.201         0.228        -0.000         0.974
       41.077         0.000        50.000      -190.000         0.684         0.000         0.678         0.505         0.000        -0.433             1         3.201         0.228        -0.000         0.974
       41.077         0.000       100.000         1.000         2.089         0.000         3.040         2.286         0.000        -1.391             1         3.201         0.228        -0.000         0.974
       41.077         0.000       100.000        -1.000         1.989         0.000         2.862         2.172         0.000        -1.326             1         3.201         0.228        -0.000         0.974
       41.077         0.000       100.000       -10.000         1.321         0.000         1.673         1.291         0.000        -0.870             1         3.201         0.228        -0.000         0.974
       41.077         0.000       100.000       -50.000         0.684         0.000         0.678         0.505         0.000        -0.433             1         3.201         0.228        -0.000         0.974
       41.077         0.000       100.000      -100.000         0.684         0.000         0.678         0.505         0.000        -0.433             1         3.201         0.228        -0.000         0.974
       41.077         0.000       100.000      -150.000         0.684         0.000         0.678         0.505         0.000        -0.433             1         3.201         0.228        -0.000         0.974
       41.077        50.000       100.000      -190.000        -0.383         0.000         0.512         0.288         0.000         0.320             1        -2.270        -0.000        -0.000         1.000
       41.077        50.000       -50.000         1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -2.270        -0.000        -0.000         1.000
       41.077        50.000       -50.000        -1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -2.270        -0.000        -0.000         1.000
       41.077        50.000       -50.000       -10.000        -1.010         0.000         0.706         0.290         0.000         0.791             1        -2.270        -0.000        -0.000         1.000
       41.077        50.000       -50.000       -50.000        -0.383         0.000         0.512         0.288         0.000         0.320             1        -2.270        -0.000        -0.000         1.000
       41.077        50.000       -50.000      -100.000        -0.383         0.000         0.512         0.288         0.000         0.320             1        -2.270        -0.000        -0.000         1.000
       41.077        50.000       -50.000      -150.000        -0.383         0.000         0.512         0.288         0.000         0.320             1        -2.270        -0.000        -0.000         1.000
       41.077        50.000       -50.000      -190.000        -0.383         0.000         0.512         0.288         0.000         0.320             1        -2.270        -0.000        -0.000         1.000
       41.077        50.000         0.000         1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -2.270        -0.000        -0.000         1.000
       41.077        50.000         0.000        -1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -2.270        -0.000        -0.000         1.000
       41.077        50.000         0.000       -10.000        -1.010         0.000         0.706         0.290         0.000         0.791             1        -2.270        -0.000        -0.000         1.000
       41.077        50.000         0.000       -50.000        -0.383         0.000         0.512         0.288         0.000         0.320             1        -2.270        -0.000        -0.000         1.000
       41.077        50.000         0.000      -100.000        -0.383         0.000         0.512         0.288         0.000         0.320             1        -2.270        -0.000        -0.000         1.000
       41.077        50.000         0.000      -150.000        -0.383         0.000         0.512         0.288         0.000         0.320             1        -2.270        -0.000        -0.000         1.000
       41.077        50.000         0.000      -190.000        -0.383         0.000         0.512         0.288         0.000         0.320             1        -2.270        -0.000        -0.000         1.000
       41.077        50.000        50.000         1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -2.270        -0.000        -0.000         1.000
       41.077        50.000        50.000        -1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -2.270        -0.000        -0.000         1.000
       41.077        50.000        50.000       -10.000        -1.010         0.000         0.706         0.290         0.000         0.791             1        -2.270        -0.000        -0.000         1.000
       41.077        50.000        50.000       -50.000        -0.383         0.000         0.512         0.288         0.000         0.320             1        -2.270        -0.000        -0.000         1.000
       41.077        50.000        50.000      -100.000        -0.383         0.000         0.512         0.288         0.000         0.320             1        -2.270        -0.000        -0.000         1.000
       41.077        50.000        50.000      -150.000        -0.383         0.000         0.512         0.288         0.000         0.320             1        -2.270        -0.000        -0.000         1.000
       41.077        50.000        50.000      -190.000        -0.383         0.000         0.512         0.288         0.000         0.320             1        -2.270        -0.000        -0.000         1.000
       41.077        50.000       100.000         1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -2.270        -0.000        -0.000         1.000
       41.077        50.000       100.000        -1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -2.270        -0.000        -0.000         1.000
       41.077        50.000       100.000       -10.000        -1.010         0.000         0.706         0.290         0.000         0.791             1        -2.270        -0.000        -0.000         1.000
       41.077        50.000       100.000       -50.000        -0.383         0.000         0.512         0.288         0.000         0.320             1        -2.270        -0.000        -0.000         1.000
       41.077        50.000       100.000      -100.000        -0.383         0.000         0.512         0.288         0.000         0.320             1        -2.270        -0.000        -0.000         1.000
       41.077        50.000       100.000      -150.000        -0.383         0.000         0.512         0.288         0.000         0.320             1        -2.270        -0.000        -0.000         1.000
       41.077        50.000       100.000      -190.000        -0.383         0.000         0.512         0.288         0.000         0.320             1        -2.270        -0.000        -0.000         1.000
       42.462       -50.000       -50.000        10.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -1.068        -0.000        -0.000         1.000
       42.462       -50.000       -50.000        -1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -1.068        -0.000        -0.000         1.000
       42.462       -50.000       -50.000       -10.000        -0.339         0.000        -1.903        -1.225         0.000         0.379             1        -1.068        -0.000        -0.000         1.000
       42.462       -50.000       -50.000       -50.000        -0.050         0.000        -0.991        -0.653         0.000         0.060             1        -1.068        -0.000        -0.000         1.000
       42.462       -50.000       -50.000      -100.000        -0.050         0.000        -0.991        -0.653         0.000         0.060             1        -1.068        -0.000        -0.000         1.000
       42.462       -50.000       -50.000      -150.000        -0.050         0.000        -0.991        -0.653         0.000         0.060             1        -1.068        -0.000        -0.000         1.000
       42.462       -50.000       -50.000      -190.000        -0.050         0.000        -0.991        -0.653         0.000         0.060             1        -1.068        -0.000        -0.000         1.000
       42.462       -50.000         0.000         1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -1.068        -0.000        -0.000         1.000
       42.462       -50.000         0.000        -1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -1.068        -0.000        -0.000         1.000
       42.462       -50.000         0.000       -10.000        -0.339         0.000        -1.903        -1.225         0.000         0.379             1        -1.068        -0.000        -0.000         1.000
       42.462       -50.000         0.000       -50.000        -0.050         0.000        -0.991        -0.653         0.000         0.060             1        -1.068        -0.000        -0.000         1.000
       42.462       -50.000         0.000      -100.000        -0.050         0.000        -0.991        -0.653         0.000         0.060             1        -1.068        -0.000        -0.000         1.000
       42.462       -50.000         0.000      -150.000        -0.050         0.000        -0.991        -0.653         0.000         0.060             1        -1.068        -0.000        -0.000         1.000
       42.462       -50.000         0.000      -190.000        -0.050         0.000        -0.991        -0.653         0.000         0.060             1        -1.068        -0.000        -0.000         1.000
       42.462       -50.000        50.000         1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -1.068        -0.000        -0.000         1.000
       42.462       -50.000        50.000        -1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -1.068        -0.000        -0.000         1.000
       42.462       -50.000        50.000       -10.000        -0.339         0.000        -1.903        -1.225         0.000         0.379             1        -1.068        -0.000        -0.000         1.000
       42.462       -50.000        50.000       -50.000        -0.050         0.000        -0.991        -0.653         0.000         0.060             1        -1.068        -0.000        -0.000         1.000
       42.462       -50.000        50.000      -100.000        -0.050         0.000        -0.991        -0.653         0.000         0.060             1        -1.068        -0.000        -0.000         1.000
       42.462       -50.000        50.000      -150.000        -0.050         0.000        -0.991        -0.653         0.000         0.060             1        -1.068        -0.000        -0.000         1.000
       42.462       -50.000        50.000      -190.000        -0.050         0.000        -0.991        -0.653         0.000         0.060             1        -1.068        -0.000        -0.000         1.000
       42.462       -50.000       100.000         1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -1.068        -0.000        -0.000         1.000
       42.462       -50.000       100.000        -1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -1.068        -0.000        -0.000         1.000
       42.462       -50.000       100.000       -10.000        -0.339         0.000        -1.903        -1.225         0.000         0.379             1        -1.068        -0.000        -0.000         1.000
       42.462       -50.000       100.000       -50.000        -0.050         0.000        -0.991        -0.653         0.000         0.060             1        -1.068        -0.000        -0.000         1.000
       42.462       -50.000       100.000      -100.000        -0.050         0.000        -0.991        -0.653         0.000         0.060             1        -1.068        -0.000        -0.000         1.000
       42.462       -50.000       100.000      -150.000        -0.050         0.000        -0.991        -0.653         0.000         0.060             1        -1.068        -0.000        -0.000         1.000
       42.462       -50.000       100.000      -190.000        -0.050         0.000        -0.991        -0.653         0.000         0.060             1        -1.068        -0.000        -0.000         1.000
       42.462         0.000       -50.000         1.000         3.954         0.000        -0.137         0.128         0.000        -2.910             1         5.460         0.010        -0.000         1.000
       42.462         0.000       -50.000        -1.000         3.725         0.000        -0.170         0.069         0.000        -2.751             1         5.460         0.010        -0.000         1.000
