
These predictions were generated by SeaState on 29-Aug-2025 at 12:34:22.




      Time       Wave1Elev       Wave2Elev       Wave3Elev       Wave4Elev       Wave5Elev         FVel1xi         FVel2xi         FVel3xi         FVel4xi         FVel5xi         FAcc1xi         FAcc2xi         FAcc3xi         FAcc4xi         FAcc5xi          FDynP1          FDynP2          FDynP3          FDynP4          FDynP5
   (sec)             (m)             (m)             (m)             (m)             (m)           (m/s)           (m/s)           (m/s)           (m/s)           (m/s)         (m/s^2)         (m/s^2)         (m/s^2)         (m/s^2)         (m/s^2)            (Pa)            (Pa)            (Pa)            (Pa)            (Pa)
   11.4000  -0.3618759E+00   0.1761473E+01  -0.7551796E+00   0.1064242E+00   0.3825997E+00  -0.1024495E+01   0.1711150E+01  -0.2174808E+01  -0.6317308E+00  -0.6502236E+00  -0.3065139E+01  -0.1074376E+01  -0.4163527E+00   0.2905513E+01  -0.5703912E+00  -0.3872150E+04   0.1635824E+05  -0.6989711E+04   0.8109751E+03   0.3733726E+04
   11.6000  -0.5638601E+00   0.1596136E+01  -0.7294555E+00   0.3108214E+00   0.3566688E+00  -0.1491140E+01   0.1424985E+01  -0.2163405E+01  -0.2246663E+00  -0.7280181E+00  -0.3396497E+01  -0.2727045E+01   0.3563692E+00   0.2417201E+01  -0.6806961E+00  -0.5580435E+04   0.1485880E+05  -0.6719001E+04   0.2623109E+04   0.3538526E+04
   11.8000  -0.7529266E+00   0.1308257E+01  -0.6408711E+00   0.4647104E+00   0.3249572E+00  -0.1958218E+01   0.9179649E+00  -0.2032684E+01   0.7962945E-01  -0.8085348E+00  -0.3181859E+01  -0.4029320E+01   0.1132225E+01   0.1620674E+01  -0.6499770E+00  -0.7146155E+04   0.1225846E+05  -0.5889481E+04   0.3987771E+04   0.3287238E+04
   12.0000  -0.8974191E+00   0.9265890E+00  -0.4961696E+00   0.5501148E+00   0.2932305E+00  -0.2349948E+01   0.2508077E+00  -0.1793022E+01   0.2435002E+00  -0.8748429E+00  -0.2431546E+01  -0.4811122E+01   0.1805362E+01   0.6089171E+00  -0.4788316E+00  -0.8306360E+04   0.8805561E+04  -0.4564467E+04   0.4748943E+04   0.3023669E+04
   12.2000  -0.9699603E+00   0.4888473E+00  -0.3087950E+00   0.5576215E+00   0.2660649E+00  -0.2599135E+01  -0.4973147E+00  -0.1469562E+01   0.2465035E+00  -0.9125999E+00  -0.1248649E+01  -0.4985780E+01   0.2278160E+01  -0.4908067E+00  -0.1984813E+00  -0.8835688E+04   0.4826162E+04  -0.2864266E+04   0.4826350E+04   0.2780971E+04
   12.4000  -0.9520843E+00   0.3674683E-01  -0.9734537E-01   0.4876875E+00   0.2457782E+00  -0.2658756E+01  -0.1240667E+01  -0.1099239E+01   0.8873151E-01  -0.9133627E+00   0.1870219E+00  -0.4562773E+01   0.2477807E+01  -0.1533212E+01   0.1335707E+00  -0.8584117E+04   0.6828464E+03  -0.9524171E+03   0.4226000E+04   0.2573799E+04
   12.6000  -0.8375247E+00  -0.3893537E+00   0.1167642E+00   0.3506710E+00   0.2317470E+00  -0.2510307E+01  -0.1899573E+01  -0.7258061E+00  -0.2085875E+00  -0.8769605E+00   0.1649102E+01  -0.3643057E+01   0.2369800E+01  -0.2375299E+01   0.4439082E+00  -0.7503577E+04  -0.3269790E+04   0.9844437E+03   0.3039648E+04   0.2393671E+04
   12.8000  -0.6335658E+00  -0.7553408E+00   0.3120981E+00   0.1655302E+00   0.2202917E+00  -0.2167401E+01  -0.2411588E+01  -0.3935826E+00  -0.6054555E+00  -0.8123379E+00   0.2903597E+01  -0.2398190E+01   0.1965575E+01  -0.2897688E+01   0.6576928E+00  -0.5658692E+04  -0.6726234E+04   0.2760262E+04   0.1432910E+04   0.2208885E+04
   13.0000  -0.3602051E+00  -0.1037029E+01   0.4700259E+00  -0.4267399E-01   0.2052131E+00  -0.1673907E+01  -0.2739363E+01  -0.1409456E+00  -0.1048252E+01  -0.7365648E+00   0.3749528E+01  -0.1037580E+01   0.1322457E+01  -0.3023555E+01   0.7143828E+00  -0.3219644E+04  -0.9461687E+04   0.4213228E+04  -0.3767115E+03   0.1969469E+04
   13.2000  -0.4724717E-01  -0.1222123E+01   0.5771342E+00  -0.2461558E+00   0.1789340E+00  -0.1096938E+01  -0.2873972E+01   0.5351469E-02  -0.1477015E+01  -0.6720648E+00   0.4053876E+01   0.2296129E+00   0.5354450E+00  -0.2731882E+01   0.5814177E+00  -0.4381902E+03  -0.1134996E+05   0.5225815E+04  -0.2149049E+04   0.1616743E+04
   13.4000   0.2701845E+00  -0.1310265E+01   0.6268417E+00  -0.4182025E+00   0.1340707E+00  -0.5158951E+00  -0.2833367E+01   0.3402624E-01  -0.1833858E+01  -0.6424986E+00   0.3774436E+01   0.1230603E+01  -0.2780200E+00  -0.2062527E+01   0.2629099E+00   0.2389230E+04  -0.1236588E+05   0.5738135E+04  -0.3653783E+04   0.1096017E+04
   13.6000   0.5569583E+00  -0.1311301E+01   0.6199597E+00  -0.5368494E+00   0.6516244E-01  -0.9506248E-02  -0.2656493E+01  -0.4940546E-01  -0.2071270E+01  -0.6680294E+00   0.2966415E+01   0.1856382E+01  -0.9977528E+00  -0.1111843E+01  -0.1986760E+00   0.4965159E+04  -0.1257304E+05   0.5752593E+04  -0.4701688E+04   0.3702274E+03
   13.8000   0.7831660E+00  -0.1242207E+01   0.5641270E+00  -0.5878953E+00  -0.2977464E-01   0.3568760E+00  -0.2394393E+01  -0.2240681E+00  -0.2159033E+01  -0.7608758E+00   0.1771660E+01   0.2075664E+01  -0.1521396E+01  -0.1915560E-01  -0.7284741E+00   0.7034251E+04  -0.1210030E+05   0.5329362E+04  -0.5170072E+04  -0.5680804E+03
   14.0000   0.9284062E+00  -0.1123332E+01   0.4722403E+00  -0.5668039E+00  -0.1481858E+00   0.5414907E+00  -0.2100099E+01  -0.4576691E+00  -0.2088658E+01  -0.9220415E+00   0.3926070E+00   0.1933414E+01  -0.1781967E+01   0.1054005E+01  -0.1231886E+01   0.8418805E+04  -0.1111193E+05   0.4573689E+04  -0.5018697E+04  -0.1688893E+04
   14.2000   0.9844142E+00  -0.9746535E+00   0.3601748E+00  -0.4791970E+00  -0.2826557E+00   0.5321605E+00  -0.1819233E+01  -0.7122182E+00  -0.1874588E+01  -0.1139928E+01  -0.9441108E+00   0.1535112E+01  -0.1758922E+01   0.1948732E+01  -0.1611659E+01   0.9040994E+04  -0.9777176E+04   0.3617432E+04  -0.4293767E+04  -0.2922911E+04
   14.4000   0.9556471E+00  -0.8127320E+00   0.2442073E+00  -0.3398578E+00  -0.4214503E+00   0.3471103E+00  -0.1582996E+01  -0.9504591E+00  -0.1551942E+01  -0.1391209E+01  -0.2027602E+01   0.1020633E+01  -0.1480508E+01   0.2533621E+01  -0.1786142E+01   0.8928526E+04  -0.8244574E+04   0.2598117E+04  -0.3119362E+04  -0.4166662E+04
   14.6000   0.8577907E+00  -0.6488166E+00   0.1385953E+00  -0.1703855E+00  -0.5498897E+00   0.3059532E-01  -0.1404670E+01  -0.1141820E+01  -0.1171084E+01  -0.1643908E+01  -0.2698843E+01   0.5334621E+00  -0.1016834E+01   0.2725563E+01  -0.1705206E+01   0.8203330E+04  -0.6624910E+04   0.1639131E+04  -0.1677617E+04  -0.5294223E+04
   14.8000   0.7145186E+00  -0.4883423E+00   0.5371610E-01   0.4137003E-02  -0.6523660E+00  -0.3557302E+00  -0.1279994E+01  -0.1266809E+01  -0.7898650E+00  -0.1862236E+01  -0.2876476E+01   0.1915618E+00  -0.4650389E+00   0.2502945E+01  -0.1360720E+01   0.7055884E+04  -0.4984989E+04   0.8342056E+03  -0.1806184E+03  -0.6174023E+04
   15.0000   0.5531270E+00  -0.3317453E+00  -0.4951131E-02   0.1589572E+00  -0.7146932E+00  -0.7440407E+00  -0.1191036E+01  -0.1319081E+01  -0.4647256E+00  -0.2012358E+01  -0.2567818E+01   0.6552906E-01   0.7046106E-01   0.1908956E+01  -0.7895173E+00   0.5710053E+04  -0.3351926E+04   0.2384269E+03   0.1161675E+04  -0.6688173E+04
   15.2000   0.3998438E+00  -0.1762854E+00  -0.3689807E-01   0.2733566E+00  -0.7263963E+00  -0.1072082E+01  -0.1112503E+01  -0.1304923E+01  -0.2420765E+00  -0.2068113E+01  -0.1863498E+01   0.1678872E+00   0.4985523E+00   0.1044358E+01  -0.6821942E-01   0.4384849E+04  -0.1725753E+04  -0.1333948E+03   0.2172597E+04  -0.6751180E+04
   15.4000   0.2756291E+00  -0.1838728E-01  -0.4579806E-01   0.3336730E+00  -0.6825514E+00  -0.1293329E+01  -0.1019043E+01  -0.1240392E+01  -0.1513220E+00  -0.2015645E+01  -0.9172745E+00   0.4549243E+00   0.7585452E+00   0.5089827E-01   0.6991774E+00   0.3259676E+04  -0.9669667E+02  -0.3016192E+03   0.2734257E+04  -0.6324885E+04
   15.6000   0.1931627E+00   0.1440561E+00  -0.3810864E-01   0.3351827E+00  -0.5848449E+00  -0.1383833E+01  -0.8919746E+00  -0.1146871E+01  -0.2006291E+00  -0.1856134E+01   0.8471603E-01   0.8398736E+00   0.8302255E+00  -0.9118817E+00   0.1398679E+01   0.2448777E+04   0.1537227E+04  -0.3118117E+03   0.2803529E+04  -0.5426966E+04
   15.8000   0.1554671E+00   0.3099271E+00  -0.2142163E-01   0.2825593E+00  -0.4416495E+00  -0.1344705E+01  -0.7241237E+00  -0.1046073E+01  -0.3760960E+00  -0.1606094E+01   0.9591256E+00   0.1214055E+01   0.7347562E+00  -0.1692550E+01   0.1925463E+01   0.1988612E+04   0.3156332E+04  -0.2225734E+03   0.2416199E+04  -0.4131354E+04
   16.0000   0.1562992E+00   0.4740388E+00  -0.2938395E-02   0.1888635E+00  -0.2670760E+00  -0.1200036E+01  -0.5218687E+00  -0.9556346E+00  -0.6444222E+00  -0.1295175E+01   0.1558232E+01   0.1471211E+01   0.5263376E+00  -0.2172040E+01   0.2201396E+01   0.1839467E+04   0.4712152E+04  -0.9400500E+02   0.1678832E+04  -0.2560235E+04
   16.2000   0.1821238E+00   0.6273575E+00   0.1160506E-01   0.7324495E-01  -0.7913149E-01  -0.9908907E+00  -0.3041393E+00  -0.8862685E+00  -0.9585971E+00  -0.9618041E+00   0.1794401E+01   0.1529947E+01   0.2766141E+00  -0.2282223E+01   0.2187811E+01   0.1900019E+04   0.6128526E+04   0.2085629E+02   0.7498579E+03  -0.8686597E+03
   16.4000   0.2152019E+00   0.7582264E+00   0.1838741E-01  -0.4225553E-01   0.1027321E+00  -0.7667253E+00  -0.9871609E-01  -0.8410406E+00  -0.1265646E+01  -0.6473966E+00   0.1651982E+01   0.1349906E+01   0.5549069E-01  -0.2015767E+01   0.1891388E+01   0.2031329E+04   0.7310586E+04   0.8027895E+02  -0.1869397E+03   0.7759081E+03
   16.6000   0.2371714E+00   0.8543158E+00   0.1531049E-01  -0.1362800E+00   0.2602938E+00  -0.5759511E+00   0.6330946E-01  -0.8168195E+00  -0.1515147E+01  -0.3901032E+00   0.1185042E+01   0.9388696E+00  -0.8708176E-01  -0.1425794E+01   0.1362304E+01   0.2085381E+04   0.8159670E+04   0.5371722E+02  -0.9522249E+03   0.2215987E+04
   16.8000   0.2324406E+00   0.9048976E+00   0.1328878E-02  -0.1915276E+00   0.3790426E+00  -0.4574365E+00   0.1537346E+00  -0.8074065E+00  -0.1667122E+01  -0.2191238E+00   0.5021779E+00   0.3499739E+00  -0.1339307E+00  -0.6155946E+00   0.6851523E+00   0.1932807E+04   0.8591117E+04  -0.8151950E+02  -0.1399470E+04   0.3324925E+04
   17.0000   0.1908033E+00   0.9029793E+00  -0.2440811E-01  -0.1974031E+00   0.4500680E+00  -0.4344419E+00   0.1528668E+00  -0.8074253E+00  -0.1698052E+01  -0.1505118E+00  -0.2579238E+00  -0.3297398E+00  -0.1048197E+00   0.2796223E+00  -0.3554082E-01   0.1485008E+04   0.8551268E+04  -0.3447214E+03  -0.1437418E+04   0.4022968E+04
   17.2000   0.1088867E+00   0.8468859E+00  -0.6325449E-01  -0.1515387E+00   0.4710767E+00  -0.5119125E+00   0.5351645E-01  -0.8158239E+00  -0.1604088E+01  -0.1851269E+00  -0.9548515E+00  -0.9966029E+00  -0.5064481E-01   0.1115653E+01  -0.6925985E+00   0.7073286E+03   0.8030347E+04  -0.7549128E+03  -0.1043336E+04   0.4286105E+04
   17.4000  -0.9729909E-02   0.7409886E+00  -0.1173056E+00  -0.5998401E-01   0.4463852E+00  -0.6773512E+00  -0.1373277E+00  -0.8379179E+00  -0.1401036E+01  -0.3090238E+00  -0.1472979E+01  -0.1549676E+01  -0.3871702E-01   0.1762909E+01  -0.1193265E+01  -0.3781823E+03   0.7068664E+04  -0.1330690E+04  -0.2652343E+03   0.4146428E+04
   17.6000  -0.1556058E+00   0.5954433E+00  -0.1889862E+00   0.6392328E-01   0.3859147E+00  -0.9047869E+00  -0.3993497E+00  -0.8852142E+00  -0.1121221E+01  -0.4961578E+00  -0.1741006E+01  -0.1908348E+01  -0.1324065E+00   0.2126719E+01  -0.1473260E+01  -0.1699816E+04   0.5754877E+04  -0.2085615E+04   0.7869120E+03   0.3684093E+04
   17.8000  -0.3154146E+00   0.4249936E+00  -0.2799936E+00   0.2017787E+00   0.3033701E+00  -0.1160782E+01  -0.7020159E+00  -0.9728068E+00  -0.8078586E+00  -0.7129099E+00  -0.1741139E+01  -0.2025018E+01  -0.3699817E+00   0.2161029E+01  -0.1505682E+01  -0.3150732E+04   0.4216517E+04  -0.3019491E+04   0.1959210E+04   0.3012367E+04
   18.0000  -0.4743483E+00   0.2470497E+00  -0.3897929E+00   0.3330321E+00   0.2139123E+00  -0.1411125E+01  -0.1009284E+01  -0.1114760E+01  -0.5079558E+00  -0.9236614E+00  -0.1506810E+01  -0.1890984E+01  -0.7479866E+00   0.1873472E+01  -0.1303575E+01  -0.4607554E+04   0.2604351E+04  -0.4107277E+04   0.3077949E+04   0.2258274E+04
   18.2000  -0.6184489E+00   0.7936765E-01  -0.5140388E+00   0.4381210E+00   0.1317105E+00  -0.1626826E+01  -0.1285027E+01  -0.1318471E+01  -0.2649386E+00  -0.1096492E+01  -0.1110272E+01  -0.1535119E+01  -0.1213789E+01   0.1321344E+01  -0.9160978E+00  -0.5949167E+04   0.1073066E+04  -0.5288531E+04   0.3975812E+04   0.1542042E+04
   18.4000  -0.7364580E+00  -0.6228975E-01  -0.6433872E+00   0.5013145E+00   0.6776509E-01  -0.1788298E+01  -0.1498226E+01  -0.1579388E+01  -0.1122277E+00  -0.1208095E+01  -0.6434190E+00  -0.1016370E+01  -0.1670072E+01   0.5996068E+00  -0.4192161E+00  -0.7072416E+04  -0.2385789E+03  -0.6460925E+04   0.4516006E+04   0.9586611E+03
   18.6000  -0.8208974E+00  -0.1661542E+00  -0.7631475E+00   0.5128385E+00   0.2834660E-01  -0.1887111E+01  -0.1627118E+01  -0.1877548E+01  -0.6874388E-01  -0.1247156E+01  -0.1963970E+00  -0.4121343E+00  -0.1991426E+01  -0.1766325E+00   0.9732124E-01  -0.7902338E+04  -0.1225179E+04  -0.7480973E+04   0.4610736E+04   0.5644734E+03
   18.8000  -0.8683078E+00  -0.2258332E+00  -0.8541008E+00   0.4699957E+00   0.1428292E-01  -0.1925236E+01  -0.1661731E+01  -0.2177130E+01  -0.1369622E+00  -0.1215689E+01   0.1612476E+00   0.1949101E+00  -0.2050362E+01  -0.8918869E+00   0.5445604E+00  -0.8396052E+04  -0.1827174E+04  -0.8174125E+04   0.4231503E+04   0.3708312E+03
   19.0000  -0.8787428E+00  -0.2409050E+00  -0.8945897E+00   0.3771646E+00   0.2118778E-01  -0.1912270E+01  -0.1604572E+01  -0.2429688E+01  -0.3036683E+00  -0.1128193E+01   0.3929716E+00   0.7290549E+00  -0.1747626E+01  -0.1448798E+01   0.8481971E+00  -0.8540805E+04  -0.2036824E+04  -0.8354530E+04   0.3410141E+04   0.3456577E+03
   19.2000  -0.8547693E+00  -0.2166915E+00  -0.8637028E+00   0.2447604E+00   0.4057406E-01  -0.1861526E+01  -0.1469549E+01  -0.2580917E+01  -0.5431130E+00  -0.1008793E+01   0.4989361E+00   0.1130953E+01  -0.1040278E+01  -0.1782316E+01   0.9597139E+00  -0.8347829E+04  -0.1897115E+04  -0.7852617E+04   0.2231128E+04   0.4225081E+03
   19.4000  -0.8002934E+00  -0.1632985E+00  -0.7451025E+00   0.8739299E-01   0.6164777E-01  -0.1786025E+01  -0.1279470E+01  -0.2580021E+01  -0.8218714E+00  -0.8868732E+00   0.5108069E+00   0.1363119E+01   0.3907493E-01  -0.1867394E+01   0.8632988E+00  -0.7844289E+04  -0.1494167E+04  -0.6546589E+04   0.8169391E+03   0.5154391E+03
   19.6000  -0.7195346E+00  -0.9410294E-01  -0.5308482E+00  -0.7841935E-01   0.7347697E-01  -0.1695369E+01  -0.1062637E+01  -0.2390066E+01  -0.1104481E+01  -0.7919024E+00   0.4794766E+00   0.1411414E+01   0.1377087E+01  -0.1719352E+01   0.5777369E+00  -0.7065641E+04  -0.9445076E+03  -0.4392526E+04  -0.6906717E+03   0.5371194E+03
   19.8000  -0.6163720E+00  -0.2393031E-01  -0.2244517E+00  -0.2365887E+00   0.6717253E-01  -0.1594163E+01  -0.8490925E+00  -0.1997284E+01  -0.1358859E+01  -0.7482753E+00   0.4590527E+00   0.1283166E+01   0.2791044E+01  -0.1387372E+01   0.1531760E+00  -0.6050193E+04  -0.3791652E+03  -0.1447071E+04  -0.2150310E+04   0.4170843E+03
   20.0000  -0.4941770E+00   0.3283051E-01   0.1575248E+00  -0.3734735E+00   0.3771462E-01  -0.1482229E+01  -0.6670390E+00  -0.1417324E+01  -0.1560614E+01  -0.7709807E+00   0.4911428E+00   0.1003080E+01   0.4055940E+01  -0.9428112E+00  -0.3366564E+00  -0.4836766E+04   0.7315392E+02   0.2122521E+04  -0.3438334E+04   0.1170061E+03
   20.2000  -0.3560880E+00   0.6394026E-01   0.5858302E+00  -0.4792896E+00  -0.1488497E-01  -0.1356407E+01  -0.5398389E+00  -0.6968623E+00  -0.1695643E+01  -0.8627697E+00   0.5932598E+00   0.6081603E+00   0.4942950E+01  -0.4648063E+00  -0.8056387E+00  -0.3465325E+04   0.3017936E+03   0.6044595E+04  -0.4461613E+04  -0.3596499E+03
   20.4000  -0.2055613E+00   0.6067204E-01   0.1021014E+01  -0.5487629E+00  -0.8528247E-01  -0.1213297E+01  -0.4838345E+00   0.9022161E-01  -0.1760738E+01  -0.1013280E+01   0.7540328E+00   0.1427159E+00   0.5262285E+01  -0.2596103E-01  -0.1168316E+01  -0.1979530E+04   0.2269467E+03   0.9966517E+04  -0.5164229E+04  -0.9653445E+03
   20.6000  -0.4696593E-01   0.1870650E-01   0.1417842E+01  -0.5810113E+00  -0.1634419E+00  -0.1052136E+01  -0.5070947E+00   0.8518781E+00  -0.1762313E+01  -0.1200278E+01   0.9362311E+00  -0.3459396E+00   0.4902019E+01   0.3193193E+00  -0.1353066E+01  -0.4296129E+03  -0.1916220E+03   0.1349319E+05  -0.5527844E+04  -0.1614123E+04
   20.8000   0.1140304E+00  -0.6149140E-01   0.1731056E+01  -0.5787866E+00  -0.2361278E+00  -0.8769538E+00  -0.6090646E+00   0.1490871E+01  -0.1713685E+01  -0.1392867E+01   0.1086703E+01  -0.8109120E+00   0.3854803E+01   0.5419599E+00  -0.1313594E+01   0.1126049E+04  -0.9506133E+03   0.1623573E+05  -0.5566625E+04  -0.2194535E+04
   21.0000   0.2704618E+00  -0.1748074E+00   0.1921606E+01  -0.5472919E+00  -0.2890399E+00  -0.6973609E+00  -0.7810187E+00   0.1919605E+01  -0.1631562E+01  -0.1556226E+01   0.1150699E+01  -0.1208473E+01   0.2226420E+01   0.6399128E+00  -0.1037142E+01   0.2621980E+04  -0.2004017E+04   0.1786315E+05  -0.5318358E+04  -0.2587897E+04
   21.2000   0.4145355E+00  -0.3120669E+00   0.1962348E+01  -0.4928549E+00  -0.3092652E+00  -0.5276817E+00  -0.1007183E+01   0.2074226E+01  -0.1532479E+01  -0.1657184E+01   0.1087001E+01  -0.1500501E+01   0.2235083E+00   0.6346088E+00  -0.5481490E+00   0.3989750E+04  -0.3268306E+04   0.1814891E+05  -0.4833934E+04  -0.2689121E+04
   21.4000   0.5385146E+00  -0.4609932E+00   0.1842253E+01  -0.4217154E+00  -0.2876635E+00  -0.3845764E+00  -0.1266370E+01   0.1925425E+01  -0.1429849E+01  -0.1669811E+01   0.8801177E+00  -0.1656939E+01  -0.1878094E+01   0.5633234E+00   0.9336985E-01   0.5164788E+04  -0.4631182E+04   0.1700475E+05  -0.4167317E+04  -0.2426761E+04
   21.6000   0.6358388E+00  -0.6074236E+00   0.1568366E+01  -0.3391398E+00  -0.2207990E+00  -0.2836803E+00  -0.1533994E+01   0.1483896E+01  -0.1332127E+01  -0.1580172E+01   0.5464802E+00  -0.1658344E+01  -0.3779004E+01   0.4693039E+00   0.7987982E+00   0.6094609E+04  -0.5962869E+04   0.1449594E+05  -0.3367787E+04  -0.1779015E+04
   21.8000   0.7022305E+00  -0.7366675E+00   0.1165156E+01  -0.2489809E+00  -0.1120871E+00  -0.2360636E+00  -0.1784309E+01   0.7993402E+00  -0.1242300E+01  -0.1389456E+01   0.1330191E+00  -0.1498332E+01  -0.5207549E+01   0.3918014E+00   0.1462595E+01   0.6746634E+04  -0.7128724E+04   0.1083523E+05  -0.2475474E+04  -0.7828141E+03
   22.0000   0.7365133E+00  -0.8348841E+00   0.6713186E+00  -0.1536967E+00   0.2807243E-01  -0.2453828E+00  -0.1992728E+01  -0.4691828E-01  -0.1158654E+01  -0.1114942E+01  -0.2917302E+00  -0.1185385E+01  -0.5966894E+01   0.3579859E+00   0.1977306E+01   0.7113650E+04  -0.8002035E+04   0.6356117E+04  -0.1520503E+04   0.4658132E+03
   22.2000   0.7409190E+00  -0.8903655E+00   0.1345508E+00  -0.5474601E-01   0.1832505E+00  -0.3064673E+00  -0.2138053E+01  -0.9544705E+00  -0.1076501E+01  -0.7885232E+00  -0.6520598E+00  -0.7434195E+00  -0.5968887E+01   0.3782171E+00   0.2249893E+01   0.7215397E+04  -0.8475850E+04   0.1469709E+04  -0.5251638E+03   0.1820713E+04
   22.4000   0.7207719E+00  -0.8946167E+00  -0.3948446E+00   0.4679248E-01   0.3329514E+00  -0.4057567E+00  -0.2204428E+01  -0.1819280E+01  -0.9903890E+00  -0.4528914E+00  -0.8817939E+00  -0.2105644E+00  -0.5247980E+01   0.4453501E+00   0.2217055E+01   0.7095500E+04  -0.8472852E+04  -0.3387915E+04   0.4919430E+03   0.3103024E+04
   22.6000   0.6835662E+00  -0.8431448E+00  -0.8704665E+00   0.1495630E+00   0.4553364E+00  -0.5235972E+00  -0.2182834E+01  -0.2549306E+01  -0.8962566E+00  -0.1558343E+00  -0.9394336E+00   0.3641024E+00  -0.3952417E+01   0.5379001E+00   0.1857065E+01   0.6813986E+04  -0.7952492E+04  -0.7809438E+04   0.1511224E+04   0.4124903E+04
   22.8000   0.6376042E+00  -0.7358919E+00  -0.1255384E+01   0.2514137E+00   0.5303380E+00  -0.6379523E+00  -0.2071959E+01  -0.3077516E+01  -0.7930584E+00   0.5658671E-01  -0.8181877E+00   0.9256905E+00  -0.2314482E+01   0.6261104E+00   0.1196046E+01   0.6436677E+04  -0.6914856E+04  -0.1146275E+05   0.2508229E+04   0.4716284E+04
   23.0000   0.5904568E+00  -0.5772759E+00  -0.1525910E+01   0.3491413E+00   0.5427159E+00  -0.7287646E+00  -0.1878325E+01  -0.3370051E+01  -0.6835291E+00   0.1469974E+00  -0.5484750E+00   0.1419867E+01  -0.6057055E+00   0.6794336E+00   0.3072521E+00   0.6023440E+04  -0.5400974E+04  -0.1412329E+05   0.3451654E+04   0.4750808E+04
   23.2000   0.5475722E+00  -0.3758410E+00  -0.1673074E+01   0.4385616E+00   0.4845921E+00  -0.7820122E+00  -0.1615647E+01  -0.3428257E+01  -0.5739697E+00   0.9275915E-01  -0.1921571E+00   0.1799477E+01   0.9139735E+00   0.6737397E+00  -0.6970495E+00   0.5617702E+04  -0.3489665E+04  -0.1568822E+05   0.4303725E+04   0.4167009E+04
   23.4000   0.5113192E+00  -0.1435550E+00  -0.1701731E+01   0.5148816E+00   0.3570619E+00  -0.7925615E+00  -0.1303490E+01  -0.3284504E+01  -0.4731663E+00  -0.1098654E+00   0.1703548E+00   0.2030286E+01   0.2042962E+01   0.5967149E+00  -0.1680309E+01   0.5239357E+04  -0.1291254E+04  -0.1617171E+05   0.5022865E+04   0.2981408E+04
   23.6000   0.4806801E+00   0.1051741E+00  -0.1627671E+01   0.5732863E+00   0.1705997E+00  -0.7651680E+00  -0.9653657E+00  -0.2992934E+01  -0.3907263E+00  -0.4441508E+00   0.4573382E+00   0.2094813E+01   0.2671441E+01   0.4503910E+00  -0.2501134E+01   0.4882612E+04   0.1061230E+04  -0.1568410E+05   0.5568058E+04   0.1291190E+04
   23.8000   0.4516596E+00   0.3546682E+00  -0.1473441E+01   0.6096020E+00  -0.5585410E-01  -0.7133681E+00  -0.6265204E+00  -0.2617206E+01  -0.3352346E+00  -0.8743035E+00   0.6035382E+00   0.1993600E+01   0.2795070E+01   0.2504102E+00  -0.3034562E+01   0.4519183E+04   0.3422542E+04  -0.1440027E+05   0.5903901E+04  -0.7343271E+03
   24.0000   0.4183257E+00   0.5892221E+00  -0.1263786E+01   0.6208976E+00  -0.2970407E+00  -0.6564832E+00  -0.3116671E+00  -0.2217826E+01  -0.3126503E+00  -0.1349721E+01   0.5745155E+00   0.1743785E+01   0.2506737E+01   0.2233814E-01  -0.3191836E+01   0.4106232E+04   0.5646504E+04  -0.1252417E+05   0.6005250E+04  -0.2872654E+04
   24.2000   0.3742598E+00   0.7943126E+00  -0.1021604E+01   0.6058902E+00  -0.5244945E+00  -0.6153747E+00  -0.4291689E-01  -0.1841624E+01  -0.3252861E+00  -0.1811573E+01   0.3743002E+00   0.1375402E+01   0.1968702E+01  -0.2040153E+00  -0.2935365E+01   0.3597293E+04   0.7597097E+04  -0.1025643E+05   0.5860509E+04  -0.4875108E+04
   24.4000   0.3141015E+00   0.9576715E+00  -0.7651557E+00   0.5650869E+00  -0.7102011E+00  -0.6078737E+00   0.1618938E+00  -0.1515376E+01  -0.3715662E+00  -0.2200775E+01   0.4457831E-01   0.9262998E+00   0.1371634E+01  -0.4009382E+00  -0.2286206E+01   0.2953846E+04   0.9158549E+04  -0.7770726E+04   0.5472935E+04  -0.6498247E+04
   24.6000   0.2348518E+00   0.1070149E+01  -0.5069118E+00   0.5006433E+00  -0.8302851E+00  -0.6448911E+00   0.2903575E+00  -0.1244595E+01  -0.4465740E+00  -0.2466200E+01  -0.3444940E+00   0.4368023E+00   0.8896425E+00  -0.5483789E+00  -0.1322553E+01   0.2155056E+04   0.1024366E+05  -0.5202170E+04   0.4859823E+04  -0.7535372E+04
   24.8000   0.1366524E+00   0.1126315E+01  -0.2540571E+00   0.4159906E+00  -0.8682042E+00  -0.7280713E+00   0.3361191E+00  -0.1017379E+01  -0.5432202E+00  -0.2571872E+01  -0.7098619E+00  -0.5481483E-01   0.6411923E+00  -0.6375208E+00  -0.1691728E+00   0.1203574E+04   0.1079980E+05  -0.2647924E+04   0.4049898E+04  -0.7843709E+04
   25.0000   0.2287299E-01   0.1124774E+01  -0.1029301E-01   0.3153292E+00  -0.8169879E+00  -0.8495108E+00   0.2990081E+00  -0.8120804E+00  -0.6537262E+00  -0.2502069E+01  -0.9740911E+00  -0.5152706E+00   0.6643270E+00  -0.6716273E+00   0.1020701E+01   0.1261805E+03   0.1081231E+05  -0.1776506E+03   0.3079605E+04  -0.7363433E+04
