
These predictions were generated by SeaState on 29-Aug-2025 at 12:34:22.




      Time       Wave1Elev       Wave2Elev       Wave3Elev       Wave4Elev       Wave5Elev         FVel1xi         FVel2xi         FVel3xi         FVel4xi         FVel5xi         FAcc1xi         FAcc2xi         FAcc3xi         FAcc4xi         FAcc5xi          FDynP1          FDynP2          FDynP3          FDynP4          FDynP5
   (sec)             (m)             (m)             (m)             (m)             (m)           (m/s)           (m/s)           (m/s)           (m/s)           (m/s)         (m/s^2)         (m/s^2)         (m/s^2)         (m/s^2)         (m/s^2)            (Pa)            (Pa)            (Pa)            (Pa)            (Pa)
  130.0000  -0.2667512E+00  -0.4118368E+00   0.6543958E+00  -0.2951970E+00   0.8164825E+00  -0.9991337E+00  -0.1419154E+01  -0.1184383E+00  -0.1616871E+01   0.1014229E+00   0.3903498E+01   0.9678569E+00  -0.1605577E+01  -0.7447413E+00  -0.1282599E+01  -0.2854686E+04  -0.3935973E+04   0.6131843E+04  -0.2491774E+04   0.7704993E+04
  130.2000   0.7270011E-01  -0.3153160E+00   0.4911157E+00  -0.2379949E+00   0.6417871E+00  -0.4770831E+00  -0.1234106E+01  -0.4068530E+00  -0.1630586E+01  -0.1579823E+00   0.3233430E+01   0.1303065E+01  -0.2186993E+01   0.3081124E+00  -0.1791887E+01   0.2610873E+03  -0.3060338E+04   0.4660779E+04  -0.1851441E+04   0.6070521E+04
  130.4000   0.3702946E+00  -0.2098808E+00   0.3008584E+00  -0.1332822E+00   0.4269127E+00  -0.6888711E-01  -0.1021370E+01  -0.7506238E+00  -0.1507188E+01  -0.4863924E+00   0.2136212E+01   0.1496451E+01  -0.2475077E+01   0.1373165E+01  -0.2149403E+01   0.3043971E+04  -0.2123257E+04   0.2959643E+04  -0.8517891E+03   0.4072392E+04
  130.6000   0.6056628E+00  -0.1077786E+00   0.1040317E+00   0.1397361E-01   0.1890030E+00   0.1828881E+00  -0.8055460E+00  -0.1104546E+01  -0.1257195E+01  -0.8541167E+00   0.8201346E+00   0.1488831E+01  -0.2408240E+01   0.2227523E+01  -0.2309770E+01   0.5319852E+04  -0.1232234E+04   0.1202564E+04   0.4658896E+03   0.1866759E+04
  130.8000   0.7690032E+00  -0.2199764E-01  -0.7827730E-01   0.1889380E+00  -0.5245178E-01   0.2639249E+00  -0.6155244E+00  -0.1420333E+01  -0.9183685E+00  -0.1226261E+01  -0.4686415E+00   0.1253639E+01  -0.1984175E+01   0.2693674E+01  -0.2246871E+01   0.6998254E+04  -0.4975794E+03  -0.4329548E+03   0.1983544E+04  -0.3703696E+03
  131.0000   0.8618532E+00   0.3557908E-01  -0.2274651E+00   0.3696198E+00  -0.2776965E+00   0.1898885E+00  -0.4798238E+00  -0.1654552E+01  -0.5479518E+00  -0.1566647E+01  -0.1495938E+01   0.8053399E+00  -0.1263598E+01   0.2673574E+01  -0.1959090E+01   0.8078770E+04  -0.1748209E+02  -0.1791818E+04   0.3526978E+04  -0.2461800E+04
  131.2000   0.8957818E+00   0.5606297E-01  -0.3302969E+00   0.5310593E+00  -0.4689016E+00   0.2294224E-02  -0.4215286E+00  -0.1776109E+01  -0.2111218E+00  -0.1842152E+01  -0.2086559E+01   0.1996334E+00  -0.3619731E+00   0.2166235E+01  -0.1472120E+01   0.8641433E+04   0.1369155E+03  -0.2764529E+04   0.4898376E+04  -0.4248492E+04
  131.4000   0.8892874E+00   0.3514388E-01  -0.3810048E+00   0.6501365E+00  -0.6121824E+00  -0.2405936E+00  -0.4538376E+00  -0.1771900E+01   0.3197463E-01  -0.2026937E+01  -0.2158543E+01  -0.4749224E+00   0.5696375E+00   0.1265966E+01  -0.8384023E+00   0.8823229E+04  -0.6627841E+02  -0.3303708E+04   0.5914075E+04  -0.5607089E+04
  131.6000   0.8635702E+00  -0.2595284E-01  -0.3821974E+00   0.7100378E+00  -0.6991740E+00  -0.4759141E+00  -0.5771494E+00  -0.1649487E+01   0.1380407E+00  -0.2105953E+01  -0.1737583E+01  -0.1112404E+01   0.1371229E+01   0.1422320E+00  -0.1325513E+00   0.8785657E+04  -0.6126016E+03  -0.3430894E+04   0.6439954E+04  -0.6463248E+04
  131.8000   0.8380254E+00  -0.1203404E+00  -0.3443856E+00   0.7035015E+00  -0.7279196E+00  -0.6488941E+00  -0.7783300E+00  -0.1436207E+01   0.8901870E-01  -0.2077167E+01  -0.9488366E+00  -0.1609103E+01   0.1902993E+01  -0.9944328E+00   0.5572150E+00   0.8679892E+04  -0.1440790E+04  -0.3232171E+04   0.6417438E+04  -0.6798830E+04
  132.0000   0.8263721E+00  -0.2362435E+00  -0.2841614E+00   0.6342164E+00  -0.7029277E+00  -0.7234674E+00  -0.1032392E+01  -0.1174763E+01  -0.1045190E+00  -0.1952079E+01   0.1179135E-01  -0.1883231E+01   0.2071333E+01  -0.1933513E+01   0.1140864E+01   0.8616447E+04  -0.2449386E+04  -0.2843004E+04   0.5875032E+04  -0.6651787E+04
  132.2000   0.8341582E+00  -0.3585591E+00  -0.2213220E+00   0.5161162E+00  -0.6343514E+00  -0.6887200E+00  -0.1306324E+01  -0.9160174E+00  -0.4055391E+00  -0.1754308E+01   0.9204379E+00  -0.1890656E+01   0.1846623E+01  -0.2504593E+01   0.1540015E+01   0.8645115E+04  -0.3509540E+04  -0.2424684E+04   0.4923150E+04  -0.6108530E+04
  132.4000   0.8580931E+00  -0.4709483E+00  -0.1754156E+00   0.3707236E+00  -0.5363839E+00  -0.5599637E+00  -0.1564384E+01  -0.7102457E+00  -0.7577690E+00  -0.1516331E+01   0.1572818E+01  -0.1633371E+01   0.1269196E+01  -0.2608891E+01   0.1700935E+01   0.8748695E+04  -0.4481901E+04  -0.2136226E+04   0.3733359E+04  -0.5289783E+04
  132.6000   0.8872701E+00  -0.5580995E+00  -0.1623066E+00   0.2230720E+00  -0.4250807E+00  -0.3743817E+00  -0.1773841E+01  -0.5984050E+00  -0.1096506E+01  -0.1274753E+01   0.1826314E+01  -0.1158851E+01   0.4423069E+00  -0.2236571E+01   0.1604721E+01   0.8851218E+04  -0.5234866E+04  -0.2106458E+04   0.2506073E+04  -0.4331803E+04
  132.8000   0.9059547E+00  -0.6077671E+00  -0.1913533E+00   0.9699351E-01  -0.3159251E+00  -0.1823254E+00  -0.1910094E+01  -0.6050045E+00  -0.1360904E+01  -0.1064769E+01   0.1627826E+01  -0.5503605E+00  -0.4866258E+00  -0.1466998E+01   0.1272468E+01   0.8838346E+04  -0.5661081E+04  -0.2411093E+04   0.1432984E+04  -0.3365729E+04
  133.0000   0.8973016E+00  -0.6122406E+00  -0.2636924E+00   0.1067996E-01  -0.2215068E+00  -0.3621744E-01  -0.1960159E+01  -0.7338514E+00  -0.1505391E+01  -0.9146701E+00   0.1021852E+01   0.8980899E-01  -0.1352874E+01  -0.4523973E+00   0.7640093E+00   0.8585283E+04  -0.5689537E+04  -0.3058685E+04   0.6613898E+03  -0.2498228E+04
  133.2000   0.8472026E+00  -0.5690056E+00  -0.3719276E+00  -0.2665108E-01  -0.1496853E+00   0.2054741E-01  -0.1923899E+01  -0.9674333E+00  -0.1508085E+01  -0.8412974E+00   0.1376416E+00   0.6607094E+00  -0.2004188E+01   0.6116247E+00   0.1698155E+00   0.7986192E+04  -0.5291417E+04  -0.3987882E+04   0.2672216E+03  -0.1796416E+04
  133.4000   0.7474671E+00  -0.4805288E+00  -0.5012674E+00  -0.1636027E-01  -0.1025409E+00  -0.3759854E-01  -0.1812815E+01  -0.1270010E+01  -0.1374687E+01  -0.8472484E+00  -0.8411582E+00   0.1082466E+01  -0.2327840E+01   0.1522891E+01  -0.4030423E+00   0.6979065E+04  -0.4479157E+04  -0.5076405E+04   0.2417935E+03  -0.1279565E+04
  133.6000   0.5977117E+00  -0.3532603E+00  -0.6319044E+00   0.3001758E-01  -0.7630538E-01  -0.2136385E+00  -0.1646688E+01  -0.1593813E+01  -0.1137187E+01  -0.9203902E+00  -0.1717293E+01   0.1311238E+01  -0.2269845E+01   0.2109884E+01  -0.8487509E+00   0.5561188E+04  -0.3299417E+04  -0.6160166E+04   0.4947075E+03  -0.9189815E+03
  133.8000   0.4056279E+00  -0.1961171E+00  -0.7422147E+00   0.9309934E-01  -0.6229922E-01  -0.4880687E+00  -0.1448866E+01  -0.1887195E+01  -0.8477077E+00  -0.1035860E+01  -0.2321963E+01   0.1346293E+01  -0.1842931E+01   0.2262599E+01  -0.1081410E+01   0.3792462E+04  -0.1821908E+04  -0.7059168E+04   0.8722573E+03  -0.6461867E+03
  134.0000   0.1856472E+00  -0.1878390E-01  -0.8122199E+00   0.1494497E+00  -0.4874117E-01  -0.8236026E+00  -0.1241208E+01  -0.2103230E+01  -0.5686896E+00  -0.1160307E+01  -0.2549040E+01   0.1227733E+01  -0.1122070E+01   0.1951622E+01  -0.1051081E+01   0.1786508E+04  -0.1266831E+03  -0.7605824E+04   0.1187848E+04  -0.3681352E+03
  134.2000  -0.4364514E-01   0.1697866E+00  -0.8267176E+00   0.1761296E+00  -0.2313473E-01  -0.1173265E+01  -0.1039777E+01  -0.2207251E+01  -0.3612780E+00  -0.1257721E+01  -0.2374316E+01   0.1025425E+01  -0.2288243E+00   0.1232291E+01  -0.7541013E+00  -0.3081171E+03   0.1707270E+04  -0.7670906E+04   0.1258694E+04   0.1301649E+02
  134.4000  -0.2627573E+00   0.3623623E+00  -0.7775759E+00   0.1551619E+00   0.2516194E-01  -0.1490002E+01  -0.8522283E+00  -0.2182015E+01  -0.2740441E+00  -0.1295895E+01  -0.1856195E+01   0.8215324E+00   0.6920936E+00   0.2335827E+00  -0.2354635E+00  -0.2332264E+04   0.3609771E+04  -0.7182988E+04   0.9419862E+03   0.5788652E+03
  134.6000  -0.4545053E+00   0.5537197E+00  -0.6648372E+00   0.7708715E-01   0.1026288E+00  -0.1735681E+01  -0.6774315E+00  -0.2029721E+01  -0.3340925E+00  -0.1252399E+01  -0.1118470E+01   0.6904576E+00   0.1499305E+01  -0.8659169E+00   0.4175614E+00  -0.4141032E+04   0.5522083E+04  -0.6138476E+04   0.1639164E+03   0.1376080E+04
  134.8000  -0.6065532E+00   0.7402031E+00  -0.4965056E+00  -0.5702196E-01   0.2099436E+00  -0.1887623E+01  -0.5073905E+00  -0.1770665E+01  -0.5421122E+00  -0.1119012E+01  -0.3197467E+00   0.6805506E+00   0.2079157E+01  -0.1870377E+01   0.1089707E+01  -0.5624184E+04   0.7394248E+04  -0.4600957E+04  -0.1063744E+04   0.2403333E+04
  135.0000  -0.7128195E+00   0.9187065E+00  -0.2871273E+00  -0.2354459E+00   0.3413094E+00  -0.1941430E+01  -0.3310294E+00  -0.1438973E+01  -0.8722051E+00  -0.9037948E+00   0.3830784E+00   0.8015876E+00   0.2363519E+01  -0.2601515E+01   0.1657518E+01  -0.6718555E+04   0.9178246E+04  -0.2690634E+04  -0.2642423E+04   0.3606223E+04
  135.2000  -0.7735711E+00   0.1085366E+01  -0.5546854E-01  -0.4376042E+00   0.4848928E+00  -0.1909762E+01  -0.1389745E+00  -0.1076340E+01  -0.1276444E+01  -0.6303884E+00   0.8688706E+00   0.1020839E+01   0.2338034E+01  -0.2929622E+01   0.2011161E+01  -0.7410813E+04   0.1081919E+05  -0.5660305E+03  -0.4401052E+04   0.4881282E+04
  135.4000  -0.7943107E+00   0.1234328E+01   0.1782597E+00  -0.6374067E+00   0.6243190E+00  -0.1817622E+01   0.7176930E-01  -0.7250257E+00  -0.1693264E+01  -0.3346115E+00   0.1076267E+01   0.1268719E+01   0.2039865E+01  -0.2795501E+01   0.2074230E+01  -0.7731050E+04   0.1224731E+05   0.1598483E+04  -0.6123217E+04   0.6088578E+04
  135.6000  -0.7838262E+00   0.1356973E+01   0.3951464E+00  -0.8075630E+00   0.7409989E+00  -0.1695487E+01   0.2943551E+00  -0.4213917E+00  -0.2058146E+01  -0.5891092E-01   0.1012664E+01   0.1452995E+01   0.1546121E+01  -0.2219652E+01   0.1817829E+01  -0.7739666E+04   0.1337352E+05   0.3635544E+04  -0.7582288E+04   0.7071027E+04
  135.8000  -0.7519130E+00   0.1441871E+01   0.5798450E+00  -0.9240770E+00   0.8169050E+00  -0.1571981E+01   0.5107380E+00  -0.1910884E+00  -0.2314652E+01   0.1543908E+00   0.7468165E+00   0.1478736E+01   0.9558728E+00  -0.1297426E+01   0.1266248E+01  -0.7511071E+04   0.1409068E+05   0.5404316E+04  -0.8578260E+04   0.7677342E+04
  136.0000  -0.7073195E+00   0.1475620E+01   0.7220383E+00  -0.9701456E+00   0.8373511E+00  -0.1467827E+01   0.6928896E+00  -0.4659181E-01  -0.2423885E+01   0.2698922E+00   0.3875276E+00   0.1269907E+01   0.3697703E+00  -0.1812720E+00   0.4931337E+00  -0.7118210E+04   0.1428161E+05   0.6803986E+04  -0.8969909E+04   0.7784965E+04
  136.2000  -0.6563444E+00   0.1444516E+01   0.8169561E+00  -0.9387905E+00   0.7933156E+00  -0.1392393E+01   0.8065353E+00   0.1270539E-01  -0.2370729E+01   0.2647855E+00   0.5402847E-01   0.7881715E+00  -0.1285682E+00   0.9465362E+00  -0.3911587E+00  -0.6621120E+04   0.1383330E+05   0.7779796E+04  -0.8696732E+04   0.7319285E+04
  136.4000  -0.6023391E+00   0.1336827E+01   0.8649813E+00  -0.8337995E+00   0.6829407E+00  -0.1343456E+01   0.8168302E+00  -0.1857741E-02  -0.2165872E+01   0.1324522E+00  -0.1545678E+00   0.4493940E-01  -0.4858758E+00   0.1905773E+01  -0.1258634E+01  -0.6061518E+04   0.1265558E+05   0.8321627E+04  -0.7787178E+04   0.6266199E+04
  136.6000  -0.5461089E+00   0.1145294E+01   0.8705416E+00  -0.6688532E+00   0.5119735E+00  -0.1309988E+01   0.6949767E+00  -0.7211657E-01  -0.1843337E+01  -0.1165959E+00  -0.1833786E+00  -0.8959347E+00  -0.6850771E+00   0.2549083E+01  -0.1985553E+01  -0.5463620E+04   0.1070104E+05   0.8456492E+04  -0.6352035E+04   0.4676022E+04
  136.8000  -0.4869875E+00   0.8693926E+00   0.8405976E+00  -0.4650396E+00   0.2931048E+00  -0.1277067E+01   0.4245529E+00  -0.1776060E+00  -0.1454094E+01  -0.4565230E+00  -0.3381257E-01  -0.1925589E+01  -0.7431735E+00   0.2786431E+01  -0.2473044E+01  -0.4839888E+04   0.7982736E+04   0.8237223E+04  -0.4564533E+04   0.2658398E+04
  137.0000  -0.4241998E+00   0.5169047E+00   0.7830672E+00  -0.2472311E+00   0.4433240E-01  -0.1231492E+01   0.6320149E-02  -0.2997351E+00  -0.1056943E+01  -0.8503276E+00   0.2390316E+00  -0.2906481E+01  -0.7023357E+00   0.2599048E+01  -0.2662651E+01  -0.4199083E+04   0.4585958E+04   0.7729981E+04  -0.2630995E+04   0.3691293E+03
  137.2000  -0.3580731E+00   0.1044441E+00   0.7055025E+00  -0.3998550E-01  -0.2133521E+00  -0.1166572E+01  -0.5394614E+00  -0.4248123E+00  -0.7083541E+00  -0.1255558E+01   0.5426482E+00  -0.3694647E+01  -0.6167049E+00   0.2040652E+01  -0.2544087E+01  -0.3553699E+04   0.6713011E+03   0.7003139E+04  -0.7573499E+03  -0.2008751E+04
  137.4000  -0.2907234E+00  -0.3432753E+00   0.6142401E+00   0.1363039E+00  -0.4585798E+00  -0.1084829E+01  -0.1173777E+01  -0.5454339E+00  -0.4530812E+00  -0.1630544E+01   0.7728218E+00  -0.4163810E+01  -0.5380656E+00   0.1225991E+01  -0.2154062E+01  -0.2924209E+04  -0.3532613E+04   0.6119382E+04   0.8825475E+03  -0.4286688E+04
  137.6000  -0.2259974E+00  -0.7954158E+00   0.5141075E+00   0.2683539E+00  -0.6721014E+00  -0.9978682E+00  -0.1842666E+01  -0.6601427E+00  -0.3171493E+00  -0.1940078E+01   0.8422603E+00  -0.4226912E+01  -0.5035463E+00   0.3089749E+00  -0.1566808E+01  -0.2338524E+04  -0.7746615E+04   0.5131967E+04   0.2171458E+04  -0.6291718E+04
  137.8000  -0.1686667E+00  -0.1218022E+01   0.4086567E+00   0.3515570E+00  -0.8388088E+00  -0.9234661E+00  -0.2483571E+01  -0.7716314E+00  -0.3043994E+00  -0.2159622E+01   0.7050088E+00  -0.3851226E+01  -0.5278323E+00  -0.5455553E+00  -0.8785317E+00  -0.1826662E+04  -0.1166692E+05   0.4084979E+04   0.3062208E+04  -0.7884097E+04
  138.0000  -0.1230866E+00  -0.1577662E+01   0.3007512E+00   0.3899528E+00  -0.9490208E+00  -0.8805978E+00  -0.3033259E+01  -0.8840632E+00  -0.3970688E+00  -0.2277471E+01   0.3705674E+00  -0.3064430E+01  -0.6012151E+00  -0.1191281E+01  -0.1891384E+00  -0.1412015E+04  -0.1499635E+05   0.3016538E+04   0.3578253E+04  -0.8969201E+04
  138.2000  -0.9168518E-01  -0.1845211E+01   0.1932900E+00   0.3946874E+00  -0.9989260E+00  -0.8836960E+00  -0.3436088E+01  -0.1000232E+01  -0.5601753E+00  -0.2294689E+01  -0.9587570E-01  -0.1950777E+01  -0.6934890E+00  -0.1525828E+01   0.4151072E+00  -0.1101763E+04  -0.1747655E+05   0.1963320E+04   0.3801898E+04  -0.9502676E+04
  138.4000  -0.7372314E-01  -0.1999226E+01   0.8981970E-01   0.3812972E+00  -0.9902154E+00  -0.9376431E+00  -0.3651319E+01  -0.1119266E+01  -0.7487874E+00  -0.2223089E+01  -0.5873246E+00  -0.6382868E+00  -0.7624523E+00  -0.1507678E+01   0.8746538E+00  -0.8794124E+03  -0.1891711E+05   0.9645239E+03   0.3852860E+04  -0.9488932E+04
  138.6000  -0.6471548E-01  -0.2028448E+01  -0.5166463E-02   0.3663678E+00  -0.9290801E+00  -0.1034859E+01  -0.3658392E+01  -0.1235426E+01  -0.9167753E+00  -0.2081830E+01  -0.9797974E+00   0.7205564E+00  -0.7649184E+00  -0.1161687E+01   0.1163251E+01  -0.7021077E+03  -0.1921711E+05   0.6369519E+02   0.3861552E+04  -0.8974106E+04
  138.8000  -0.5675270E-01  -0.1933087E+01  -0.8636289E-01   0.3641986E+00  -0.8248233E+00  -0.1155360E+01  -0.3459402E+01  -0.1338292E+01  -0.1025408E+01  -0.1893437E+01  -0.1162271E+01   0.1971087E+01  -0.6677375E+00  -0.5724178E+00   0.1287298E+01  -0.5043528E+03  -0.1837661E+05  -0.6925811E+03   0.3942159E+04  -0.8035408E+04
  139.0000  -0.3975602E-01  -0.1724714E+01  -0.1482368E+00   0.3840781E+00  -0.6883696E+00  -0.1269961E+01  -0.3078494E+01  -0.1414306E+01  -0.1050234E+01  -0.1680042E+01  -0.1064629E+01   0.2977932E+01  -0.4565184E+00   0.1332636E+00   0.1278769E+01  -0.2081920E+03  -0.1649630E+05  -0.1259328E+04   0.4170430E+04  -0.6768932E+04
  139.2000  -0.3457774E-02  -0.1424820E+01  -0.1859615E+00   0.4286528E+00  -0.5309216E+00  -0.1346030E+01  -0.2558391E+01  -0.1449363E+01  -0.9850540E+00  -0.1460512E+01  -0.6769120E+00   0.3642271E+01  -0.1403541E+00   0.8109528E+00   0.1183839E+01   0.2617095E+03  -0.1376553E+05  -0.1600445E+04   0.4570046E+04  -0.5278000E+04
  139.4000   0.6028934E-01  -0.1062250E+01  -0.1965206E+00   0.4936314E+00  -0.3629386E+00  -0.1354577E+01  -0.1954677E+01  -0.1431932E+01  -0.8423460E+00  -0.1248866E+01  -0.5509752E-01   0.3912507E+01   0.2482354E+00   0.1326116E+01   0.1050115E+01   0.9610032E+03  -0.1044054E+05  -0.1697235E+04   0.5109664E+04  -0.3663523E+04
  139.6000   0.1553746E+00  -0.6698820E+00  -0.1797476E+00   0.5688336E+00  -0.1935227E+00  -0.1277079E+01  -0.1328747E+01  -0.1356068E+01  -0.6501893E+00  -0.1054036E+01   0.6882243E+00   0.3787283E+01   0.6579556E+00   0.1579016E+01   0.9154551E+00   0.1910262E+04  -0.6815824E+04  -0.1556322E+04   0.5710689E+04  -0.2017239E+04
  139.8000   0.2799636E+00  -0.2810133E+00  -0.1390646E+00   0.6403244E+00  -0.3018557E-01  -0.1110470E+01  -0.7404715E+00  -0.1223699E+01  -0.4463812E+00  -0.8807482E+00   0.1406458E+01   0.3311203E+01   0.1026927E+01   0.1522521E+01   0.8007992E+00   0.3084848E+04  -0.3192380E+04  -0.1215078E+04   0.6263856E+04  -0.4178721E+03
  140.0000   0.4260750E+00   0.7410726E-01  -0.8172391E-01   0.6931928E+00   0.1210979E+00  -0.8690843E+00  -0.2415589E+00  -0.1045735E+01  -0.2709376E+00  -0.7310471E+00   0.1949954E+01   0.2564762E+01   0.1292811E+01   0.1169586E+01   0.7083122E+00   0.4412677E+04   0.1531781E+03  -0.7429527E+03   0.6651103E+04   0.1070233E+04
  140.2000   0.5803599E+00   0.3711809E+00  -0.1843880E-01   0.7144263E+00   0.2556898E+00  -0.5829859E+00   0.1295933E+00  -0.8417013E+00  -0.1584470E+00  -0.6059325E+00   0.2198425E+01   0.1650795E+01   0.1403045E+01   0.5891552E+00   0.6248052E+00   0.5781000E+04   0.2995047E+04  -0.2377276E+03   0.6768421E+04   0.2396918E+04
  140.4000   0.7259933E+00   0.5939004E+00   0.3761287E-01   0.6953351E+00   0.3700802E+00  -0.2929436E+00   0.3510635E+00  -0.6378995E+00  -0.1317238E+00  -0.5065914E+00   0.2087523E+01   0.6798822E+00   0.1323524E+01  -0.1085107E+00   0.5291280E+00   0.7051399E+04   0.5177439E+04   0.1834433E+03   0.6545339E+04   0.3525369E+04
  140.6000   0.8453380E+00   0.7349595E+00   0.7231429E-01   0.6330889E+00   0.4617747E+00  -0.4302053E-01   0.4184048E+00  -0.4643202E+00  -0.1979272E+00  -0.4349090E+00   0.1623595E+01  -0.2429974E+00   0.1044470E+01  -0.7940974E+00   0.4013256E+00   0.8080508E+04   0.6624805E+04   0.3974312E+03   0.5957508E+04   0.4431367E+04
  140.8000   0.9228768E+00   0.7960063E+00   0.7248572E-01   0.5311093E+00   0.5293105E+00   0.1276833E+00   0.3436179E+00  -0.3507225E+00  -0.3477951E+00  -0.3931657E+00   0.8832435E+00  -0.1029009E+01   0.5827836E+00  -0.1344640E+01   0.2310025E+00   0.8742633E+04   0.7342610E+04   0.2914159E+03   0.5030362E+04   0.5102991E+04
  141.0000   0.9478368E+00   0.7866327E+00   0.2785038E-01   0.3982928E+00   0.5723849E+00   0.1924151E+00   0.1524368E+00  -0.3224390E+00  -0.5580395E+00  -0.3830888E+00  -0.2255367E-02  -0.1612399E+01  -0.1922648E-01  -0.1667075E+01   0.2264968E-01   0.8949993E+04   0.7409280E+04  -0.2200984E+03   0.3833536E+04   0.5540696E+04
  141.2000   0.9159901E+00   0.7225952E+00  -0.6718453E-01   0.2472676E+00   0.5920089E+00   0.1417345E+00  -0.1195609E+00  -0.3964929E+00  -0.7963250E+00  -0.4046056E+00  -0.8742252E+00  -0.1953831E+01  -0.6983690E+00  -0.1715375E+01  -0.2034847E+00   0.8666739E+04   0.6960871E+04  -0.1179994E+04   0.2467575E+04   0.5757372E+04
  141.4000   0.8302819E+00   0.6235250E+00  -0.2122039E+00   0.9205477E-01   0.5905889E+00  -0.1496220E-01  -0.4314893E+00  -0.5785838E+00  -0.1027773E+01  -0.4547503E+00  -0.1579521E+01  -0.2040684E+01  -0.1377635E+01  -0.1497996E+01  -0.4152117E+00   0.7914087E+04   0.6170698E+04  -0.2577304E+04   0.1045833E+04   0.5777760E+04
  141.6000   0.7001761E+00   0.5104105E+00  -0.4001339E+00  -0.5438155E-01   0.5718389E+00  -0.2516418E+00  -0.7418116E+00  -0.8613737E+00  -0.1221662E+01  -0.5271293E+00  -0.2001854E+01  -0.1885178E+01  -0.1974902E+01  -0.1074355E+01  -0.5759435E+00   0.6765728E+04   0.5226488E+04  -0.4341941E+04  -0.3247414E+03   0.5636703E+04
  141.8000   0.5398743E+00   0.4031238E+00  -0.6173998E+00  -0.1822207E+00   0.5404661E+00  -0.5310352E+00  -0.1012690E+01  -0.1224355E+01  -0.1357009E+01  -0.6122097E+00  -0.2084688E+01  -0.1521157E+01  -0.2412324E+01  -0.5412276E+00  -0.6540183E+00   0.5334554E+04   0.4307665E+04  -0.6346606E+04  -0.1560145E+04   0.5375956E+04
  142.0000   0.3657836E+00   0.3182405E+00  -0.8449259E+00  -0.2861159E+00   0.5016412E+00  -0.8120492E+00  -0.1213687E+01  -0.1635380E+01  -0.1425946E+01  -0.6984757E+00  -0.1840828E+01  -0.1000103E+01  -0.2625487E+01  -0.1199553E-01  -0.6314082E+00   0.3753487E+04   0.3565113E+04  -0.8416136E+04  -0.2610181E+04   0.5039667E+04
  142.2000   0.1937560E+00   0.2673536E+00  -0.1059899E+01  -0.3655514E+00   0.4603174E+00  -0.1057593E+01  -0.1324555E+01  -0.2053730E+01  -0.1434319E+01  -0.7742539E+00  -0.1346910E+01  -0.3866176E+00  -0.2571453E+01   0.4069456E+00  -0.5095210E+00   0.2154224E+04   0.3105456E+04  -0.1034357E+05  -0.3461840E+04   0.4669039E+04
  142.4000   0.3664123E-01   0.2560211E+00  -0.1238118E+01  -0.4242048E+00   0.4205236E+00  -0.1241186E+01  -0.1336958E+01  -0.2434409E+01  -0.1399471E+01  -0.8298212E+00  -0.7243440E+00   0.2466981E+00  -0.2234905E+01   0.6377586E+00  -0.3105150E+00   0.6479744E+03   0.2981237E+04  -0.1191133E+05  -0.4135002E+04   0.4297066E+04
  142.6000  -0.9738690E-01   0.2834327E+00  -0.1356662E+01  -0.4685000E+00   0.3847712E+00  -0.1351019E+01  -0.1254990E+01  -0.2733201E+01  -0.1345778E+01  -0.8593068E+00  -0.1113248E+00   0.8251610E+00  -0.1631651E+01   0.6463478E+00  -0.7361911E-01  -0.6883266E+03   0.3187811E+04  -0.1291505E+05  -0.4671817E+04   0.3944313E+04
  142.8000  -0.2054575E+00   0.3428087E+00  -0.1396568E+01  -0.5056916E+00   0.3537068E+00  -0.1390757E+01  -0.1094452E+01  -0.2911893E+01  -0.1298911E+01  -0.8619211E+00   0.3676172E+00   0.1278803E+01  -0.8089106E+00   0.4481318E+00   0.1528030E+00  -0.1818145E+04   0.3667065E+04  -0.1318739E+05  -0.5122373E+04   0.3616622E+04
  143.0000  -0.2895438E+00   0.4224833E+00  -0.1345182E+01  -0.5419081E+00   0.3261001E+00  -0.1377091E+01  -0.8809019E+00  -0.2943035E+01  -0.1280069E+01  -0.8421897E+00   0.6276472E+00   0.1549829E+01   0.1580232E+00   0.1033656E+00   0.3216506E+00  -0.2743335E+04   0.4317399E+04  -0.1261858E+05  -0.5529844E+04   0.3305276E+04
  143.2000  -0.3551069E+00   0.5075539E+00  -0.1197881E+01  -0.5805682E+00   0.2991783E+00  -0.1334780E+01  -0.6465949E+00  -0.2813617E+01  -0.1301386E+01  -0.8090872E+00   0.6395530E+00   0.1600057E+01   0.1172785E+01  -0.2968513E+00   0.3975133E+00  -0.3495176E+04   0.5008786E+04  -0.1117146E+05  -0.5918386E+04   0.2989715E+04
  143.4000  -0.4092076E+00   0.5819157E+00  -0.9589338E+00  -0.6215004E+00   0.2692482E+00  -0.1290423E+01  -0.4265540E+00  -0.2527150E+01  -0.1363433E+01  -0.7742370E+00   0.4323514E+00   0.1417286E+01   0.2128198E+01  -0.6508224E+00   0.3646283E+00  -0.4120991E+04   0.5601114E+04  -0.8888523E+04  -0.6286244E+04   0.2642269E+04
  143.6000  -0.4585385E+00   0.6304544E+00  -0.6413634E+00  -0.6609331E+00   0.2324830E+00  -0.1266418E+01  -0.2541488E+00  -0.2103801E+01  -0.1455304E+01  -0.7495551E+00   0.8252373E-01   0.1019266E+01   0.2918859E+01  -0.8684115E+00   0.2304206E+00  -0.4669579E+04   0.5963640E+04  -0.5890276E+04  -0.6605432E+04   0.2234045E+04
